"School Year","Enrolled School ID","Enrolled School Name","Enrolled School Zip Code","Catchment School ID","Catchment School Name","Catchment School Zip Code","Student Counts"
"2019-2020","1050","Robeson, Paul High School","19104","7010","Frankford High School","19124","4"
"2019-2020","1050","Robeson, Paul High School","19104","7120","Fels, Samuel High School","19124","2"
"2019-2020","1050","Robeson, Paul High School","19104","8010","Lincoln, Abraham High School","19136","3"
"2019-2020","1050","Robeson, Paul High School","19104","Data Not Available","Data Not Available","Data Not Available","1"
"2019-2020","1100","Sayre, William L. High School","19139","1010","Bartram, John High School","19142","36"
"2019-2020","1100","Sayre, William L. High School","19139","1020","West Philadelphia High School","19139","13"
"2019-2020","1100","Sayre, William L. High School","19139","1100","Sayre, William L. High School","19139","289"
"2019-2020","1100","Sayre, William L. High School","19139","2000","South Philadelphia H.S.","19148","2"
"2019-2020","1100","Sayre, William L. High School","19139","2010","Franklin, Benjamin High School","19140","1"
"2019-2020","1100","Sayre, William L. High School","19139","2160","Furness, Horace High School","19148","1"
"2019-2020","1100","Sayre, William L. High School","19139","3414","Aspira Olney Charter High","19120","1"
"2019-2020","1100","Sayre, William L. High School","19139","3416","Mastery Charter at Gratz","19140","5"
"2019-2020","1100","Sayre, William L. High School","19139","3417","Universal Charter Audenried","19145","3"
"2019-2020","1100","Sayre, William L. High School","19139","4020","Overbrook High School","19131","41"
"2019-2020","1100","Sayre, William L. High School","19139","4140","Strawberry Mansion High School","19121","2"
"2019-2020","1100","Sayre, William L. High School","19139","5020","Edison, Thomas A. High School","19140","2"
"2019-2020","1100","Sayre, William L. High School","19139","5700","Kensington High School","19125","2"
"2019-2020","1100","Sayre, William L. High School","19139","6030","Roxborough High School","19128","2"
"2019-2020","1100","Sayre, William L. High School","19139","6060","King, Martin Luther High Sch.","19138","5"
"2019-2020","1100","Sayre, William L. High School","19139","7010","Frankford High School","19124","1"
"2019-2020","1100","Sayre, William L. High School","19139","7120","Fels, Samuel High School","19124","2"
"2019-2020","1100","Sayre, William L. High School","19139","Data Not Available","Data Not Available","Data Not Available","2"
"2019-2020","1130","Tilden Middle School","19142","1130","Tilden Middle School","19142","326"
"2019-2020","1130","Tilden Middle School","19142","1200","Barry, John Elementary School","19139","3"
"2019-2020","1130","Tilden Middle School","19142","1250","Catharine, Joseph School","19142","3"
"2019-2020","1130","Tilden Middle School","19142","1260","Comegys, Benjamin B. School","19143","6"
"2019-2020","1130","Tilden Middle School","19142","1290","Hamilton, Andrew School","19139","1"
"2019-2020","1130","Tilden Middle School","19142","1350","Longstreth, William C. School","19143","2"
"2019-2020","1130","Tilden Middle School","19142","1370","Mitchell Elementary School","19143","11"
"2019-2020","1130","Tilden Middle School","19142","1380","Morton, Thomas G. School","19142","2"
"2019-2020","1130","Tilden Middle School","19142","1440","Penrose School","19153","1"
"2019-2020","1130","Tilden Middle School","19142","1460","Anderson, Add B. School","19143","1"
"2019-2020","1130","Tilden Middle School","19142","1470","Locke, Alain School","19139","1"
"2019-2020","1130","Tilden Middle School","19142","1490","Blankenburg, Rudolph School","19131","2"
"2019-2020","1130","Tilden Middle School","19142","3406","Aspira Charter at Stetson","19134","1"
"2019-2020","1130","Tilden Middle School","19142","3411","Universal Charter Daroff","19139","3"
"2019-2020","1130","Tilden Middle School","19142","3418","Universal Charter Vare","19145","3"
"2019-2020","1130","Tilden Middle School","19142","3419","Lindley Academy Charter at Birney","19141","1"
"2019-2020","1130","Tilden Middle School","19142","3422","Philadelphia Charter For Arts and Sciences","19124","1"
"2019-2020","1130","Tilden Middle School","19142","3424","Universal Charter Alcorn","19146","2"
"2019-2020","1130","Tilden Middle School","19142","3427","Mastery Charter at Wister","19144","1"
"2019-2020","1130","Tilden Middle School","19142","3428","G.L.A. Charter at Huey","19143","1"
"2019-2020","1130","Tilden Middle School","19142","4300","Heston, Edward School","19131","1"
"2019-2020","1130","Tilden Middle School","19142","4320","Lamberton, Robert E Elementary","19151","1"
"2019-2020","1130","Tilden Middle School","19142","4350","Rhodes Elementary School","19132","1"
"2019-2020","1130","Tilden Middle School","19142","4440","Allen, Dr. Ethel School","19132","1"
"2019-2020","1130","Tilden Middle School","19142","4460","Duckrey, Tanner School","19121","1"
"2019-2020","1130","Tilden Middle School","19142","6320","Mifflin, Thomas School","19129","1"
"2019-2020","1130","Tilden Middle School","19142","6360","Roosevelt Elementary School","19144","1"
"2019-2020","1130","Tilden Middle School","19142","7110","Harding, Warren G. Middle Sch","19124","2"
"2019-2020","1130","Tilden Middle School","19142","Data Not Available","Data Not Available","Data Not Available","1"
"2019-2020","1190","Motivation High School","19143","1010","Bartram, John High School","19142","216"
"2019-2020","1190","Motivation High School","19143","1020","West Philadelphia High School","19139","10"
"2019-2020","1190","Motivation High School","19143","1100","Sayre, William L. High School","19139","64"
"2019-2020","1190","Motivation High School","19143","2000","South Philadelphia H.S.","19148","4"
"2019-2020","1190","Motivation High School","19143","2010","Franklin, Benjamin High School","19140","2"
"2019-2020","1190","Motivation High School","19143","3414","Aspira Olney Charter High","19120","2"
"2019-2020","1190","Motivation High School","19143","3416","Mastery Charter at Gratz","19140","1"
"2019-2020","1190","Motivation High School","19143","3417","Universal Charter Audenried","19145","4"
"2019-2020","1190","Motivation High School","19143","4020","Overbrook High School","19131","39"
"2019-2020","1190","Motivation High School","19143","4140","Strawberry Mansion High School","19121","4"
"2019-2020","1190","Motivation High School","19143","5020","Edison, Thomas A. High School","19140","4"
"2019-2020","1190","Motivation High School","19143","5180","Vaux High School","19121","2"
"2019-2020","1190","Motivation High School","19143","5700","Kensington High School","19125","1"
"2019-2020","1190","Motivation High School","19143","6030","Roxborough High School","19128","1"
"2019-2020","1190","Motivation High School","19143","6060","King, Martin Luther High Sch.","19138","6"
"2019-2020","1190","Motivation High School","19143","7010","Frankford High School","19124","1"
"2019-2020","1190","Motivation High School","19143","7120","Fels, Samuel High School","19124","2"
"2019-2020","1190","Motivation High School","19143","8010","Lincoln, Abraham High School","19136","1"
"2019-2020","1190","Motivation High School","19143","8020","Northeast High School","19111","1"
"2019-2020","1190","Motivation High School","19143","8030","Washington, George High School","19116","2"
"2019-2020","1190","Motivation High School","19143","Data Not Available","Data Not Available","Data Not Available","7"
"2019-2020","1200","Barry, John Elementary School","19139","1200","Barry, John Elementary School","19139","424"
"2019-2020","1200","Barry, John Elementary School","19139","1230","Bryant, William C. School","19143","8"
"2019-2020","1200","Barry, John Elementary School","19139","1290","Hamilton, Andrew School","19139","7"
"2019-2020","1200","Barry, John Elementary School","19139","1300","Harrington, Avery D. School","19143","2"
"2019-2020","1200","Barry, John Elementary School","19139","1360","McMichael, Morton School","19104","2"
"2019-2020","1200","Barry, John Elementary School","19139","1370","Mitchell Elementary School","19143","1"
"2019-2020","1200","Barry, John Elementary School","19139","1380","Morton, Thomas G. School","19142","1"
"2019-2020","1200","Barry, John Elementary School","19139","1400","Patterson, John M. School","19142","1"
"2019-2020","1200","Barry, John Elementary School","19139","1410","Rhoads, James School","19139","2"
"2019-2020","1200","Barry, John Elementary School","19139","1470","Locke, Alain School","19139","2"
"2019-2020","1200","Barry, John Elementary School","19139","1490","Blankenburg, Rudolph School","19131","4"
"2019-2020","1200","Barry, John Elementary School","19139","2050","Science Leadership Academy MS","19104","1"
"2019-2020","1200","Barry, John Elementary School","19139","2340","McCall, Gen. George A. School","19106","1"
"2019-2020","1200","Barry, John Elementary School","19139","2370","McDaniel, Delaplaine School","19145","1"
"2019-2020","1200","Barry, John Elementary School","19139","3407","Mastery Charter at Harrity","19143","2"
"2019-2020","1200","Barry, John Elementary School","19139","3408","Mastery Charter at Mann","19131","2"
"2019-2020","1200","Barry, John Elementary School","19139","3409","Mastery Charter at Smedley","19124","1"
"2019-2020","1200","Barry, John Elementary School","19139","3410","Universal Charter Bluford","19131","21"
"2019-2020","1200","Barry, John Elementary School","19139","3411","Universal Charter Daroff","19139","41"
"2019-2020","1200","Barry, John Elementary School","19139","3415","Mastery Charter at Clymer","19133","3"
"2019-2020","1200","Barry, John Elementary School","19139","3420","Mastery Charter at Cleveland","19140","1"
"2019-2020","1200","Barry, John Elementary School","19139","3424","Universal Charter Alcorn","19146","1"
"2019-2020","1200","Barry, John Elementary School","19139","3427","Mastery Charter at Wister","19144","1"
"2019-2020","1200","Barry, John Elementary School","19139","3428","G.L.A. Charter at Huey","19143","9"
"2019-2020","1200","Barry, John Elementary School","19139","4220","Blaine, James G. School","19121","1"
"2019-2020","1200","Barry, John Elementary School","19139","4240","Cassidy, Lewis C Academics Plus","19151","3"
"2019-2020","1200","Barry, John Elementary School","19139","4300","Heston, Edward School","19131","13"
"2019-2020","1200","Barry, John Elementary School","19139","4320","Lamberton, Robert E Elementary","19151","2"
"2019-2020","1200","Barry, John Elementary School","19139","4350","Rhodes Elementary School","19132","1"
"2019-2020","1200","Barry, John Elementary School","19139","4570","Meade, Gen. George G. School","19121","2"
"2019-2020","1200","Barry, John Elementary School","19139","5320","Hartranft, John F. School","19133","1"
"2019-2020","1200","Barry, John Elementary School","19139","5530","Sheridan, Philip H. School","19134","1"
"2019-2020","1200","Barry, John Elementary School","19139","6470","Kelly, John B. School","19144","1"
"2019-2020","1200","Barry, John Elementary School","19139","7390","Morrison, Andrew J. School","19120","1"
"2019-2020","1200","Barry, John Elementary School","19139","7430","Sullivan, James J. School","19124","1"
"2019-2020","1200","Barry, John Elementary School","19139","7730","Clemente, Roberto Middle Schl","19140","1"
"2019-2020","1200","Barry, John Elementary School","19139","Data Not Available","Data Not Available","Data Not Available","7"
"2019-2020","1230","Bryant, William C. School","19143","1130","Tilden Middle School","19142","3"
"2019-2020","1230","Bryant, William C. School","19143","1200","Barry, John Elementary School","19139","6"
"2019-2020","1230","Bryant, William C. School","19143","1230","Bryant, William C. School","19143","305"
"2019-2020","1230","Bryant, William C. School","19143","1260","Comegys, Benjamin B. School","19143","1"
"2019-2020","1230","Bryant, William C. School","19143","1290","Hamilton, Andrew School","19139","6"
"2019-2020","1230","Bryant, William C. School","19143","1300","Harrington, Avery D. School","19143","1"
"2019-2020","1230","Bryant, William C. School","19143","1360","McMichael, Morton School","19104","1"
"2019-2020","1230","Bryant, William C. School","19143","1370","Mitchell Elementary School","19143","2"
"2019-2020","1230","Bryant, William C. School","19143","1380","Morton, Thomas G. School","19142","1"
"2019-2020","1230","Bryant, William C. School","19143","1440","Penrose School","19153","1"
"2019-2020","1230","Bryant, William C. School","19143","1460","Anderson, Add B. School","19143","5"
"2019-2020","1230","Bryant, William C. School","19143","1470","Locke, Alain School","19139","2"
"2019-2020","1230","Bryant, William C. School","19143","2340","McCall, Gen. George A. School","19106","3"
"2019-2020","1230","Bryant, William C. School","19143","2370","McDaniel, Delaplaine School","19145","3"
"2019-2020","1230","Bryant, William C. School","19143","2390","Morris, Robert School","19121","1"
"2019-2020","1230","Bryant, William C. School","19143","2510","Jackson, Andrew School","19147","1"
"2019-2020","1230","Bryant, William C. School","19143","3407","Mastery Charter at Harrity","19143","38"
"2019-2020","1230","Bryant, William C. School","19143","3410","Universal Charter Bluford","19131","6"
"2019-2020","1230","Bryant, William C. School","19143","3411","Universal Charter Daroff","19139","4"
"2019-2020","1230","Bryant, William C. School","19143","3428","G.L.A. Charter at Huey","19143","18"
"2019-2020","1230","Bryant, William C. School","19143","4240","Cassidy, Lewis C Academics Plus","19151","1"
"2019-2020","1230","Bryant, William C. School","19143","4300","Heston, Edward School","19131","2"
"2019-2020","1230","Bryant, William C. School","19143","4370","Overbrook Elementary School","19151","2"
"2019-2020","1230","Bryant, William C. School","19143","4470","Wright, Richard R. School","19132","1"
"2019-2020","1230","Bryant, William C. School","19143","4530","Gideon, Edward School","19121","1"
"2019-2020","1230","Bryant, William C. School","19143","5210","Brown, Henry A. School","19125","1"
"2019-2020","1230","Bryant, William C. School","19143","6340","Pennell, Joseph Elementary","19141","1"
"2019-2020","1230","Bryant, William C. School","19143","6360","Roosevelt Elementary School","19144","1"
"2019-2020","1230","Bryant, William C. School","19143","6470","Kelly, John B. School","19144","1"
"2019-2020","1230","Bryant, William C. School","19143","7430","Sullivan, James J. School","19124","1"
"2019-2020","1230","Bryant, William C. School","19143","8310","Moore, J. Hampton School","19111","1"
"2019-2020","1230","Bryant, William C. School","19143","Data Not Available","Data Not Available","Data Not Available","3"
"2019-2020","1250","Catharine, Joseph School","19142","1130","Tilden Middle School","19142","1"
"2019-2020","1250","Catharine, Joseph School","19142","1250","Catharine, Joseph School","19142","383"
"2019-2020","1250","Catharine, Joseph School","19142","1260","Comegys, Benjamin B. School","19143","2"
"2019-2020","1250","Catharine, Joseph School","19142","1300","Harrington, Avery D. School","19143","3"
"2019-2020","1250","Catharine, Joseph School","19142","1350","Longstreth, William C. School","19143","3"
"2019-2020","1250","Catharine, Joseph School","19142","1370","Mitchell Elementary School","19143","9"
"2019-2020","1250","Catharine, Joseph School","19142","1380","Morton, Thomas G. School","19142","8"
"2019-2020","1250","Catharine, Joseph School","19142","1400","Patterson, John M. School","19142","16"
"2019-2020","1250","Catharine, Joseph School","19142","1410","Rhoads, James School","19139","2"
"2019-2020","1250","Catharine, Joseph School","19142","1440","Penrose School","19153","1"
"2019-2020","1250","Catharine, Joseph School","19142","1460","Anderson, Add B. School","19143","1"
"2019-2020","1250","Catharine, Joseph School","19142","2260","Childs, George W. School","19146","1"
"2019-2020","1250","Catharine, Joseph School","19142","2340","McCall, Gen. George A. School","19106","1"
"2019-2020","1250","Catharine, Joseph School","19142","2370","McDaniel, Delaplaine School","19145","2"
"2019-2020","1250","Catharine, Joseph School","19142","3407","Mastery Charter at Harrity","19143","2"
"2019-2020","1250","Catharine, Joseph School","19142","3408","Mastery Charter at Mann","19131","1"
"2019-2020","1250","Catharine, Joseph School","19142","4240","Cassidy, Lewis C Academics Plus","19151","2"
"2019-2020","1250","Catharine, Joseph School","19142","4360","Kenderton Elementary","19140","1"
"2019-2020","1250","Catharine, Joseph School","19142","5350","McKinley, William School","19122","4"
"2019-2020","1250","Catharine, Joseph School","19142","6300","Logan, James School","19141","2"
"2019-2020","1250","Catharine, Joseph School","19142","7320","Howe, Julia Ward School","19141","1"
"2019-2020","1250","Catharine, Joseph School","19142","Data Not Available","Data Not Available","Data Not Available","10"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1130","Tilden Middle School","19142","9"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1200","Barry, John Elementary School","19139","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1260","Comegys, Benjamin B. School","19143","384"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1290","Hamilton, Andrew School","19139","2"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1300","Harrington, Avery D. School","19143","5"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1340","Lea, Henry C.","19139","2"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1350","Longstreth, William C. School","19143","5"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1360","McMichael, Morton School","19104","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1370","Mitchell Elementary School","19143","9"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1380","Morton, Thomas G. School","19142","3"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1400","Patterson, John M. School","19142","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1410","Rhoads, James School","19139","3"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1440","Penrose School","19153","3"
"2019-2020","1260","Comegys, Benjamin B. School","19143","1470","Locke, Alain School","19139","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","2340","McCall, Gen. George A. School","19106","2"
"2019-2020","1260","Comegys, Benjamin B. School","19143","2370","McDaniel, Delaplaine School","19145","2"
"2019-2020","1260","Comegys, Benjamin B. School","19143","3368","Belmont Elementary Charter","19104","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","3407","Mastery Charter at Harrity","19143","2"
"2019-2020","1260","Comegys, Benjamin B. School","19143","3408","Mastery Charter at Mann","19131","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","3410","Universal Charter Bluford","19131","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","3411","Universal Charter Daroff","19139","3"
"2019-2020","1260","Comegys, Benjamin B. School","19143","3416","Mastery Charter at Gratz","19140","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","3418","Universal Charter Vare","19145","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","3424","Universal Charter Alcorn","19146","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","3428","G.L.A. Charter at Huey","19143","5"
"2019-2020","1260","Comegys, Benjamin B. School","19143","4220","Blaine, James G. School","19121","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","4240","Cassidy, Lewis C Academics Plus","19151","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","4270","Dick, William School","19121","3"
"2019-2020","1260","Comegys, Benjamin B. School","19143","4350","Rhodes Elementary School","19132","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","4460","Duckrey, Tanner School","19121","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","5320","Hartranft, John F. School","19133","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","5420","Welsh, John School","19133","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","5490","Cayuga School","19140","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","7270","Finletter, Thomas K. School","19120","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","8310","Moore, J. Hampton School","19111","1"
"2019-2020","1260","Comegys, Benjamin B. School","19143","Data Not Available","Data Not Available","Data Not Available","5"
"2019-2020","1280","Penn Alexander School","19104","1260","Comegys, Benjamin B. School","19143","1"
"2019-2020","1280","Penn Alexander School","19104","1280","Penn Alexander School","19104","559"
"2019-2020","1280","Penn Alexander School","19104","1400","Patterson, John M. School","19142","1"
"2019-2020","1280","Penn Alexander School","19104","1460","Anderson, Add B. School","19143","3"
"2019-2020","1280","Penn Alexander School","19104","3419","Lindley Academy Charter at Birney","19141","1"
"2019-2020","1280","Penn Alexander School","19104","4370","Overbrook Elementary School","19151","1"
"2019-2020","1280","Penn Alexander School","19104","6260","Houston, Henry H. School","19119","2"
"2019-2020","1280","Penn Alexander School","19104","Data Not Available","Data Not Available","Data Not Available","3"
"2019-2020","1290","Hamilton, Andrew School","19139","1130","Tilden Middle School","19142","8"
"2019-2020","1290","Hamilton, Andrew School","19139","1200","Barry, John Elementary School","19139","9"
"2019-2020","1290","Hamilton, Andrew School","19139","1230","Bryant, William C. School","19143","10"
"2019-2020","1290","Hamilton, Andrew School","19139","1260","Comegys, Benjamin B. School","19143","4"
"2019-2020","1290","Hamilton, Andrew School","19139","1290","Hamilton, Andrew School","19139","269"
"2019-2020","1290","Hamilton, Andrew School","19139","1300","Harrington, Avery D. School","19143","6"
"2019-2020","1290","Hamilton, Andrew School","19139","1340","Lea, Henry C.","19139","3"
"2019-2020","1290","Hamilton, Andrew School","19139","1350","Longstreth, William C. School","19143","5"
"2019-2020","1290","Hamilton, Andrew School","19139","1370","Mitchell Elementary School","19143","2"
"2019-2020","1290","Hamilton, Andrew School","19139","1410","Rhoads, James School","19139","8"
"2019-2020","1290","Hamilton, Andrew School","19139","1440","Penrose School","19153","2"
"2019-2020","1290","Hamilton, Andrew School","19139","1460","Anderson, Add B. School","19143","4"
"2019-2020","1290","Hamilton, Andrew School","19139","1470","Locke, Alain School","19139","5"
"2019-2020","1290","Hamilton, Andrew School","19139","1490","Blankenburg, Rudolph School","19131","3"
"2019-2020","1290","Hamilton, Andrew School","19139","2260","Childs, George W. School","19146","2"
"2019-2020","1290","Hamilton, Andrew School","19139","2340","McCall, Gen. George A. School","19106","6"
"2019-2020","1290","Hamilton, Andrew School","19139","2390","Morris, Robert School","19121","2"
"2019-2020","1290","Hamilton, Andrew School","19139","3407","Mastery Charter at Harrity","19143","61"
"2019-2020","1290","Hamilton, Andrew School","19139","3408","Mastery Charter at Mann","19131","1"
"2019-2020","1290","Hamilton, Andrew School","19139","3410","Universal Charter Bluford","19131","9"
"2019-2020","1290","Hamilton, Andrew School","19139","3411","Universal Charter Daroff","19139","8"
"2019-2020","1290","Hamilton, Andrew School","19139","3412","Mastery Charter at Frederick Douglass","19121","2"
"2019-2020","1290","Hamilton, Andrew School","19139","3420","Mastery Charter at Cleveland","19140","2"
"2019-2020","1290","Hamilton, Andrew School","19139","3428","G.L.A. Charter at Huey","19143","39"
"2019-2020","1290","Hamilton, Andrew School","19139","4240","Cassidy, Lewis C Academics Plus","19151","6"
"2019-2020","1290","Hamilton, Andrew School","19139","4270","Dick, William School","19121","2"
"2019-2020","1290","Hamilton, Andrew School","19139","4280","Gompers, Samuel School","19131","1"
"2019-2020","1290","Hamilton, Andrew School","19139","4300","Heston, Edward School","19131","13"
"2019-2020","1290","Hamilton, Andrew School","19139","4320","Lamberton, Robert E Elementary","19151","3"
"2019-2020","1290","Hamilton, Andrew School","19139","4370","Overbrook Elementary School","19151","2"
"2019-2020","1290","Hamilton, Andrew School","19139","4440","Allen, Dr. Ethel School","19132","2"
"2019-2020","1290","Hamilton, Andrew School","19139","4460","Duckrey, Tanner School","19121","1"
"2019-2020","1290","Hamilton, Andrew School","19139","4560","Kelley, William D. School","19121","1"
"2019-2020","1290","Hamilton, Andrew School","19139","5350","McKinley, William School","19122","1"
"2019-2020","1290","Hamilton, Andrew School","19139","5480","Kearny, Gen. Philip School","19123","1"
"2019-2020","1290","Hamilton, Andrew School","19139","6300","Logan, James School","19141","1"
"2019-2020","1290","Hamilton, Andrew School","19139","6340","Pennell, Joseph Elementary","19141","1"
"2019-2020","1290","Hamilton, Andrew School","19139","6360","Roosevelt Elementary School","19144","3"
"2019-2020","1290","Hamilton, Andrew School","19139","7130","Wagner, Gen. Louis Middle Sch.","19126","2"
"2019-2020","1290","Hamilton, Andrew School","19139","7270","Finletter, Thomas K. School","19120","1"
"2019-2020","1290","Hamilton, Andrew School","19139","7330","Lawton, Henry W. School","19135","1"
