"School Year","Enrolled School ID","Enrolled School Name","Enrolled School Zip Code","Catchment School ID","Catchment School Name","Catchment School Zip Code","Student Counts"
"2017-2018","1030","High School of the Future","19104","4140","Strawberry Mansion High School","19121","49"
"2017-2018","1030","High School of the Future","19104","5020","Edison, Thomas A. High School","19140","10"
"2017-2018","1030","High School of the Future","19104","5160","Penn Treaty High School","19125","3"
"2017-2018","1030","High School of the Future","19104","5700","Kensington High School","19125","11"
"2017-2018","1030","High School of the Future","19104","6030","Roxborough High School","19128","10"
"2017-2018","1030","High School of the Future","19104","6060","King, Martin Luther High Sch.","19138","40"
"2017-2018","1030","High School of the Future","19104","7010","Frankford High School","19124","10"
"2017-2018","1030","High School of the Future","19104","7120","Fels, Samuel High School","19124","14"
"2017-2018","1030","High School of the Future","19104","8010","Lincoln, Abraham High School","19136","6"
"2017-2018","1030","High School of the Future","19104","8020","Northeast High School","19111","5"
"2017-2018","1030","High School of the Future","19104","8030","Washington, George High School","19116","2"
"2017-2018","1030","High School of the Future","19104","Data Not Available","Data Not Available","Data Not Available","1"
"2017-2018","1050","Robeson, Paul High School","19104","1010","Bartram, John High School","19142","69"
"2017-2018","1050","Robeson, Paul High School","19104","1020","West Philadelphia High School","19139","26"
"2017-2018","1050","Robeson, Paul High School","19104","1100","Sayre, William L. High School","19139","59"
"2017-2018","1050","Robeson, Paul High School","19104","2000","South Philadelphia H.S.","19148","2"
"2017-2018","1050","Robeson, Paul High School","19104","2010","Franklin, Benjamin High School","19130","6"
"2017-2018","1050","Robeson, Paul High School","19104","2160","Furness, Horace High School","19148","3"
"2017-2018","1050","Robeson, Paul High School","19104","3414","Aspira Olney Charter High","19120","3"
"2017-2018","1050","Robeson, Paul High School","19104","3417","Universal Charter Audenried","19145","4"
"2017-2018","1050","Robeson, Paul High School","19104","4020","Overbrook High School","19131","95"
"2017-2018","1050","Robeson, Paul High School","19104","4140","Strawberry Mansion High School","19121","9"
"2017-2018","1050","Robeson, Paul High School","19104","5700","Kensington High School","19125","5"
"2017-2018","1050","Robeson, Paul High School","19104","6060","King, Martin Luther High Sch.","19138","13"
"2017-2018","1050","Robeson, Paul High School","19104","7010","Frankford High School","19124","2"
"2017-2018","1050","Robeson, Paul High School","19104","7120","Fels, Samuel High School","19124","2"
"2017-2018","1050","Robeson, Paul High School","19104","8010","Lincoln, Abraham High School","19136","2"
"2017-2018","1050","Robeson, Paul High School","19104","Data Not Available","Data Not Available","Data Not Available","4"
"2017-2018","1100","Sayre, William L. High School","19139","1010","Bartram, John High School","19142","27"
"2017-2018","1100","Sayre, William L. High School","19139","1020","West Philadelphia High School","19139","7"
"2017-2018","1100","Sayre, William L. High School","19139","1100","Sayre, William L. High School","19139","301"
"2017-2018","1100","Sayre, William L. High School","19139","2000","South Philadelphia H.S.","19148","2"
"2017-2018","1100","Sayre, William L. High School","19139","2010","Franklin, Benjamin High School","19130","2"
"2017-2018","1100","Sayre, William L. High School","19139","3414","Aspira Olney Charter High","19120","2"
"2017-2018","1100","Sayre, William L. High School","19139","3416","Mastery Charter at Gratz","19140","11"
"2017-2018","1100","Sayre, William L. High School","19139","3417","Universal Charter Audenried","19145","3"
"2017-2018","1100","Sayre, William L. High School","19139","4020","Overbrook High School","19131","37"
"2017-2018","1100","Sayre, William L. High School","19139","4140","Strawberry Mansion High School","19121","5"
"2017-2018","1100","Sayre, William L. High School","19139","5020","Edison, Thomas A. High School","19140","1"
"2017-2018","1100","Sayre, William L. High School","19139","6030","Roxborough High School","19128","1"
"2017-2018","1100","Sayre, William L. High School","19139","6060","King, Martin Luther High Sch.","19138","13"
"2017-2018","1100","Sayre, William L. High School","19139","7010","Frankford High School","19124","2"
"2017-2018","1100","Sayre, William L. High School","19139","7120","Fels, Samuel High School","19124","3"
"2017-2018","1100","Sayre, William L. High School","19139","8020","Northeast High School","19111","2"
"2017-2018","1100","Sayre, William L. High School","19139","Data Not Available","Data Not Available","Data Not Available","7"
"2017-2018","1130","Tilden Middle School","19142","1130","Tilden Middle School","19142","308"
"2017-2018","1130","Tilden Middle School","19142","1200","Barry, John Elementary School","19139","1"
"2017-2018","1130","Tilden Middle School","19142","1230","Bryant, William C. School","19143","2"
"2017-2018","1130","Tilden Middle School","19142","1260","Comegys, Benjamin B. School","19143","5"
"2017-2018","1130","Tilden Middle School","19142","1290","Hamilton, Andrew School","19139","1"
"2017-2018","1130","Tilden Middle School","19142","1300","Harrington, Avery D. School","19143","5"
"2017-2018","1130","Tilden Middle School","19142","1350","Longstreth, William C. School","19143","1"
"2017-2018","1130","Tilden Middle School","19142","1370","Mitchell Elementary School","19143","12"
"2017-2018","1130","Tilden Middle School","19142","1380","Morton, Thomas G. School","19142","1"
"2017-2018","1130","Tilden Middle School","19142","1410","Rhoads, James School","19139","1"
"2017-2018","1130","Tilden Middle School","19142","1440","Penrose School","19153","4"
"2017-2018","1130","Tilden Middle School","19142","1470","Locke, Alain School","19139","1"
"2017-2018","1130","Tilden Middle School","19142","1490","Blankenburg, Rudolph School","19131","1"
"2017-2018","1130","Tilden Middle School","19142","2340","McCall, Gen. George A. School","19106","1"
"2017-2018","1130","Tilden Middle School","19142","2370","McDaniel, Delaplaine School","19145","3"
"2017-2018","1130","Tilden Middle School","19142","3406","Aspira Charter at Stetson","19134","2"
"2017-2018","1130","Tilden Middle School","19142","3407","Mastery Charter at Harrity","19143","4"
"2017-2018","1130","Tilden Middle School","19142","3410","Universal Charter Bluford","19131","1"
"2017-2018","1130","Tilden Middle School","19142","3411","Universal Charter Daroff","19139","2"
"2017-2018","1130","Tilden Middle School","19142","3418","Universal Charter Vare","19145","1"
"2017-2018","1130","Tilden Middle School","19142","3421","Universal Charter Creighton","19120","1"
"2017-2018","1130","Tilden Middle School","19142","3423","Memphis St. Charter at J.P. Jones","19134","1"
"2017-2018","1130","Tilden Middle School","19142","3424","Universal Charter Alcorn","19146","3"
"2017-2018","1130","Tilden Middle School","19142","3428","G.L.A. Charter at Huey","19143","2"
"2017-2018","1130","Tilden Middle School","19142","4320","Lamberton, Robert E Elementary","19151","1"
"2017-2018","1130","Tilden Middle School","19142","4560","Kelley, William D. School","19121","1"
"2017-2018","1130","Tilden Middle School","19142","6360","Roosevelt Elementary School","19144","1"
"2017-2018","1130","Tilden Middle School","19142","7130","Wagner, Gen. Louis Middle Sch.","19126","1"
"2017-2018","1130","Tilden Middle School","19142","7500","Feltonville Arts & Sciences","19120","1"
"2017-2018","1130","Tilden Middle School","19142","Data Not Available","Data Not Available","Data Not Available","11"
"2017-2018","1190","Motivation High School","19143","1010","Bartram, John High School","19142","194"
"2017-2018","1190","Motivation High School","19143","1020","West Philadelphia High School","19139","11"
"2017-2018","1190","Motivation High School","19143","1100","Sayre, William L. High School","19139","75"
"2017-2018","1190","Motivation High School","19143","2000","South Philadelphia H.S.","19148","10"
"2017-2018","1190","Motivation High School","19143","2010","Franklin, Benjamin High School","19130","9"
"2017-2018","1190","Motivation High School","19143","2160","Furness, Horace High School","19148","1"
"2017-2018","1190","Motivation High School","19143","3414","Aspira Olney Charter High","19120","10"
"2017-2018","1190","Motivation High School","19143","3416","Mastery Charter at Gratz","19140","5"
"2017-2018","1190","Motivation High School","19143","3417","Universal Charter Audenried","19145","8"
"2017-2018","1190","Motivation High School","19143","4020","Overbrook High School","19131","56"
"2017-2018","1190","Motivation High School","19143","4140","Strawberry Mansion High School","19121","6"
"2017-2018","1190","Motivation High School","19143","5020","Edison, Thomas A. High School","19140","2"
"2017-2018","1190","Motivation High School","19143","5700","Kensington High School","19125","4"
"2017-2018","1190","Motivation High School","19143","6060","King, Martin Luther High Sch.","19138","5"
"2017-2018","1190","Motivation High School","19143","7010","Frankford High School","19124","2"
"2017-2018","1190","Motivation High School","19143","7120","Fels, Samuel High School","19124","4"
"2017-2018","1190","Motivation High School","19143","8020","Northeast High School","19111","3"
"2017-2018","1190","Motivation High School","19143","Data Not Available","Data Not Available","Data Not Available","7"
"2017-2018","1200","Barry, John Elementary School","19139","1130","Tilden Middle School","19142","3"
"2017-2018","1200","Barry, John Elementary School","19139","1200","Barry, John Elementary School","19139","410"
"2017-2018","1200","Barry, John Elementary School","19139","1230","Bryant, William C. School","19143","9"
"2017-2018","1200","Barry, John Elementary School","19139","1250","Catharine, Joseph School","19142","1"
"2017-2018","1200","Barry, John Elementary School","19139","1260","Comegys, Benjamin B. School","19143","1"
"2017-2018","1200","Barry, John Elementary School","19139","1280","Penn Alexander School","19104","1"
"2017-2018","1200","Barry, John Elementary School","19139","1290","Hamilton, Andrew School","19139","3"
"2017-2018","1200","Barry, John Elementary School","19139","1300","Harrington, Avery D. School","19143","4"
"2017-2018","1200","Barry, John Elementary School","19139","1350","Longstreth, William C. School","19143","3"
"2017-2018","1200","Barry, John Elementary School","19139","1360","McMichael, Morton School","19104","2"
"2017-2018","1200","Barry, John Elementary School","19139","1370","Mitchell Elementary School","19143","1"
"2017-2018","1200","Barry, John Elementary School","19139","1380","Morton, Thomas G. School","19142","2"
"2017-2018","1200","Barry, John Elementary School","19139","1390","Powel, Samuel School","19104","1"
"2017-2018","1200","Barry, John Elementary School","19139","1400","Patterson, John M. School","19142","1"
"2017-2018","1200","Barry, John Elementary School","19139","1410","Rhoads, James School","19139","5"
"2017-2018","1200","Barry, John Elementary School","19139","1440","Penrose School","19153","1"
"2017-2018","1200","Barry, John Elementary School","19139","1460","Anderson, Add B. School","19143","2"
"2017-2018","1200","Barry, John Elementary School","19139","1470","Locke, Alain School","19139","2"
"2017-2018","1200","Barry, John Elementary School","19139","1490","Blankenburg, Rudolph School","19131","2"
"2017-2018","1200","Barry, John Elementary School","19139","2340","McCall, Gen. George A. School","19106","1"
"2017-2018","1200","Barry, John Elementary School","19139","2370","McDaniel, Delaplaine School","19145","1"
"2017-2018","1200","Barry, John Elementary School","19139","2490","Waring, Laura W. School","19130","1"
"2017-2018","1200","Barry, John Elementary School","19139","3407","Mastery Charter at Harrity","19143","4"
"2017-2018","1200","Barry, John Elementary School","19139","3408","Mastery Charter at Mann","19131","1"
"2017-2018","1200","Barry, John Elementary School","19139","3409","Mastery Charter at Smedley","19124","2"
"2017-2018","1200","Barry, John Elementary School","19139","3410","Universal Charter Bluford","19131","44"
"2017-2018","1200","Barry, John Elementary School","19139","3411","Universal Charter Daroff","19139","41"
"2017-2018","1200","Barry, John Elementary School","19139","3412","Mastery Charter at Frederick Douglass","19121","3"
"2017-2018","1200","Barry, John Elementary School","19139","3421","Universal Charter Creighton","19120","1"
"2017-2018","1200","Barry, John Elementary School","19139","3423","Memphis St. Charter at J.P. Jones","19134","2"
"2017-2018","1200","Barry, John Elementary School","19139","3424","Universal Charter Alcorn","19146","1"
"2017-2018","1200","Barry, John Elementary School","19139","3426","Mastery Charter at Pastorius","19138","1"
"2017-2018","1200","Barry, John Elementary School","19139","3428","G.L.A. Charter at Huey","19143","8"
"2017-2018","1200","Barry, John Elementary School","19139","4240","Cassidy, Lewis C Academics Plus","19151","8"
"2017-2018","1200","Barry, John Elementary School","19139","4270","Dick, William School","19121","2"
"2017-2018","1200","Barry, John Elementary School","19139","4300","Heston, Edward School","19131","14"
"2017-2018","1200","Barry, John Elementary School","19139","4320","Lamberton, Robert E Elementary","19151","2"
"2017-2018","1200","Barry, John Elementary School","19139","4350","Rhodes Elementary School","19132","1"
"2017-2018","1200","Barry, John Elementary School","19139","4370","Overbrook Elementary School","19151","1"
"2017-2018","1200","Barry, John Elementary School","19139","4440","Allen, Dr. Ethel School","19132","2"
"2017-2018","1200","Barry, John Elementary School","19139","4470","Wright, Richard R. School","19132","1"
"2017-2018","1200","Barry, John Elementary School","19139","4530","Gideon, Edward School","19121","1"
"2017-2018","1200","Barry, John Elementary School","19139","4570","Meade, Gen. George G. School","19121","3"
"2017-2018","1200","Barry, John Elementary School","19139","5350","McKinley, William School","19122","1"
"2017-2018","1200","Barry, John Elementary School","19139","5400","Richmond School","19134","2"
"2017-2018","1200","Barry, John Elementary School","19139","5440","Willard, Frances E. School","19134","1"
"2017-2018","1200","Barry, John Elementary School","19139","5560","Spring Garden School","19123","1"
"2017-2018","1200","Barry, John Elementary School","19139","6350","Pennypacker, Samuel School","19138","1"
"2017-2018","1200","Barry, John Elementary School","19139","6360","Roosevelt Elementary School","19144","1"
"2017-2018","1200","Barry, John Elementary School","19139","6390","Steel, Edward School","19140","3"
"2017-2018","1200","Barry, John Elementary School","19139","7110","Harding, Warren G. Middle Sch","19124","2"
"2017-2018","1200","Barry, John Elementary School","19139","7130","Wagner, Gen. Louis Middle Sch.","19126","1"
"2017-2018","1200","Barry, John Elementary School","19139","7280","Franklin, Benjamin School","19120","1"
"2017-2018","1200","Barry, John Elementary School","19139","7300","Hopkinson, Francis School","19124","1"
"2017-2018","1200","Barry, John Elementary School","19139","7350","Lowell, James R. School","19120","2"
"2017-2018","1200","Barry, John Elementary School","19139","7370","Washington, Grover Jr. Middle","19120","3"
"2017-2018","1200","Barry, John Elementary School","19139","7400","Olney Elementary School","19120","1"
"2017-2018","1200","Barry, John Elementary School","19139","Data Not Available","Data Not Available","Data Not Available","23"
"2017-2018","1230","Bryant, William C. School","19143","1130","Tilden Middle School","19142","1"
"2017-2018","1230","Bryant, William C. School","19143","1200","Barry, John Elementary School","19139","4"
"2017-2018","1230","Bryant, William C. School","19143","1230","Bryant, William C. School","19143","289"
"2017-2018","1230","Bryant, William C. School","19143","1250","Catharine, Joseph School","19142","1"
"2017-2018","1230","Bryant, William C. School","19143","1300","Harrington, Avery D. School","19143","3"
"2017-2018","1230","Bryant, William C. School","19143","1370","Mitchell Elementary School","19143","4"
"2017-2018","1230","Bryant, William C. School","19143","1380","Morton, Thomas G. School","19142","1"
"2017-2018","1230","Bryant, William C. School","19143","1400","Patterson, John M. School","19142","1"
"2017-2018","1230","Bryant, William C. School","19143","1410","Rhoads, James School","19139","2"
"2017-2018","1230","Bryant, William C. School","19143","1460","Anderson, Add B. School","19143","6"
"2017-2018","1230","Bryant, William C. School","19143","1470","Locke, Alain School","19139","5"
"2017-2018","1230","Bryant, William C. School","19143","2370","McDaniel, Delaplaine School","19145","3"
"2017-2018","1230","Bryant, William C. School","19143","2450","Stanton, Edwin M. School","19146","1"
"2017-2018","1230","Bryant, William C. School","19143","3407","Mastery Charter at Harrity","19143","45"
"2017-2018","1230","Bryant, William C. School","19143","3408","Mastery Charter at Mann","19131","1"
"2017-2018","1230","Bryant, William C. School","19143","3410","Universal Charter Bluford","19131","3"
"2017-2018","1230","Bryant, William C. School","19143","3411","Universal Charter Daroff","19139","2"
"2017-2018","1230","Bryant, William C. School","19143","3412","Mastery Charter at Frederick Douglass","19121","1"
"2017-2018","1230","Bryant, William C. School","19143","3420","Mastery Charter at Cleveland","19140","1"
"2017-2018","1230","Bryant, William C. School","19143","3424","Universal Charter Alcorn","19146","3"
"2017-2018","1230","Bryant, William C. School","19143","3428","G.L.A. Charter at Huey","19143","12"
"2017-2018","1230","Bryant, William C. School","19143","4220","Blaine, James G. School","19121","2"
"2017-2018","1230","Bryant, William C. School","19143","4240","Cassidy, Lewis C Academics Plus","19151","1"
"2017-2018","1230","Bryant, William C. School","19143","4270","Dick, William School","19121","1"
"2017-2018","1230","Bryant, William C. School","19143","4300","Heston, Edward School","19131","2"
"2017-2018","1230","Bryant, William C. School","19143","4360","Kenderton Elementary","19140","1"
"2017-2018","1230","Bryant, William C. School","19143","4460","Duckrey, Tanner School","19121","1"
"2017-2018","1230","Bryant, William C. School","19143","5340","Ludlow, James R. School","19122","1"
"2017-2018","1230","Bryant, William C. School","19143","5500","Marshall, Thurgood School","19120","1"
"2017-2018","1230","Bryant, William C. School","19143","6470","Kelly, John B. School","19144","1"
"2017-2018","1230","Bryant, William C. School","19143","7110","Harding, Warren G. Middle Sch","19124","1"
"2017-2018","1230","Bryant, William C. School","19143","7380","McClure, Alexander K. School","19140","1"
"2017-2018","1230","Bryant, William C. School","19143","7390","Morrison, Andrew J. School","19120","1"
"2017-2018","1230","Bryant, William C. School","19143","7730","Clemente, Roberto Middle Schl","19140","1"
"2017-2018","1230","Bryant, William C. School","19143","Data Not Available","Data Not Available","Data Not Available","6"
"2017-2018","1250","Catharine, Joseph School","19142","1130","Tilden Middle School","19142","2"
"2017-2018","1250","Catharine, Joseph School","19142","1230","Bryant, William C. School","19143","2"
"2017-2018","1250","Catharine, Joseph School","19142","1250","Catharine, Joseph School","19142","487"
"2017-2018","1250","Catharine, Joseph School","19142","1260","Comegys, Benjamin B. School","19143","3"
"2017-2018","1250","Catharine, Joseph School","19142","1350","Longstreth, William C. School","19143","1"
"2017-2018","1250","Catharine, Joseph School","19142","1370","Mitchell Elementary School","19143","4"
"2017-2018","1250","Catharine, Joseph School","19142","1380","Morton, Thomas G. School","19142","10"
"2017-2018","1250","Catharine, Joseph School","19142","1390","Powel, Samuel School","19104","2"
"2017-2018","1250","Catharine, Joseph School","19142","1400","Patterson, John M. School","19142","6"
"2017-2018","1250","Catharine, Joseph School","19142","1440","Penrose School","19153","2"
"2017-2018","1250","Catharine, Joseph School","19142","1460","Anderson, Add B. School","19143","1"
"2017-2018","1250","Catharine, Joseph School","19142","1470","Locke, Alain School","19139","1"
"2017-2018","1250","Catharine, Joseph School","19142","2050","Science Leadership Academy MS","19104","1"
"2017-2018","1250","Catharine, Joseph School","19142","2340","McCall, Gen. George A. School","19106","1"
"2017-2018","1250","Catharine, Joseph School","19142","2370","McDaniel, Delaplaine School","19145","1"
"2017-2018","1250","Catharine, Joseph School","19142","3407","Mastery Charter at Harrity","19143","3"
"2017-2018","1250","Catharine, Joseph School","19142","3408","Mastery Charter at Mann","19131","1"
"2017-2018","1250","Catharine, Joseph School","19142","3411","Universal Charter Daroff","19139","1"
"2017-2018","1250","Catharine, Joseph School","19142","3428","G.L.A. Charter at Huey","19143","2"
"2017-2018","1250","Catharine, Joseph School","19142","Data Not Available","Data Not Available","Data Not Available","2"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1130","Tilden Middle School","19142","8"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1200","Barry, John Elementary School","19139","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1230","Bryant, William C. School","19143","2"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1250","Catharine, Joseph School","19142","3"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1260","Comegys, Benjamin B. School","19143","421"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1280","Penn Alexander School","19104","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1290","Hamilton, Andrew School","19139","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1300","Harrington, Avery D. School","19143","15"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1350","Longstreth, William C. School","19143","4"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1360","McMichael, Morton School","19104","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1370","Mitchell Elementary School","19143","5"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1380","Morton, Thomas G. School","19142","4"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1390","Powel, Samuel School","19104","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1400","Patterson, John M. School","19142","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1440","Penrose School","19153","3"
"2017-2018","1260","Comegys, Benjamin B. School","19143","1460","Anderson, Add B. School","19143","2"
"2017-2018","1260","Comegys, Benjamin B. School","19143","2320","Girard, Stephen School","19145","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","2340","McCall, Gen. George A. School","19106","5"
"2017-2018","1260","Comegys, Benjamin B. School","19143","2370","McDaniel, Delaplaine School","19145","2"
"2017-2018","1260","Comegys, Benjamin B. School","19143","3407","Mastery Charter at Harrity","19143","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","3424","Universal Charter Alcorn","19146","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","3426","Mastery Charter at Pastorius","19138","2"
"2017-2018","1260","Comegys, Benjamin B. School","19143","3428","G.L.A. Charter at Huey","19143","2"
"2017-2018","1260","Comegys, Benjamin B. School","19143","4270","Dick, William School","19121","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","4280","Gompers, Samuel School","19131","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","4300","Heston, Edward School","19131","4"
"2017-2018","1260","Comegys, Benjamin B. School","19143","4560","Kelley, William D. School","19121","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","5210","Brown, Henry A. School","19125","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","6360","Roosevelt Elementary School","19144","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","6470","Kelly, John B. School","19144","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","7100","Cooke, Jay Elementary School","19141","1"
"2017-2018","1260","Comegys, Benjamin B. School","19143","8310","Moore, J. Hampton School","19111","3"
"2017-2018","1260","Comegys, Benjamin B. School","19143","Data Not Available","Data Not Available","Data Not Available","7"
"2017-2018","1280","Penn Alexander School","19104","1260","Comegys, Benjamin B. School","19143","2"
"2017-2018","1280","Penn Alexander School","19104","1280","Penn Alexander School","19104","553"
"2017-2018","1280","Penn Alexander School","19104","1340","Lea, Henry C.","19139","3"
"2017-2018","1280","Penn Alexander School","19104","1440","Penrose School","19153","1"
"2017-2018","1280","Penn Alexander School","19104","1470","Locke, Alain School","19139","2"
"2017-2018","1280","Penn Alexander School","19104","1490","Blankenburg, Rudolph School","19131","1"
"2017-2018","1280","Penn Alexander School","19104","2210","Bache-Martin School","19130","1"
"2017-2018","1280","Penn Alexander School","19104","2340","McCall, Gen. George A. School","19106","1"
"2017-2018","1280","Penn Alexander School","19104","2590","Nebinger, George W. School","19147","1"
"2017-2018","1280","Penn Alexander School","19104","4370","Overbrook Elementary School","19151","2"
"2017-2018","1280","Penn Alexander School","19104","6270","Jenks Academy Arts & Sciences","19118","1"
"2017-2018","1280","Penn Alexander School","19104","Data Not Available","Data Not Available","Data Not Available","11"
"2017-2018","1290","Hamilton, Andrew School","19139","1130","Tilden Middle School","19142","14"
"2017-2018","1290","Hamilton, Andrew School","19139","1200","Barry, John Elementary School","19139","12"
"2017-2018","1290","Hamilton, Andrew School","19139","1230","Bryant, William C. School","19143","9"
"2017-2018","1290","Hamilton, Andrew School","19139","1250","Catharine, Joseph School","19142","1"
"2017-2018","1290","Hamilton, Andrew School","19139","1260","Comegys, Benjamin B. School","19143","2"
"2017-2018","1290","Hamilton, Andrew School","19139","1280","Penn Alexander School","19104","1"
"2017-2018","1290","Hamilton, Andrew School","19139","1290","Hamilton, Andrew School","19139","285"
"2017-2018","1290","Hamilton, Andrew School","19139","1300","Harrington, Avery D. School","19143","4"
"2017-2018","1290","Hamilton, Andrew School","19139","1340","Lea, Henry C.","19139","2"
"2017-2018","1290","Hamilton, Andrew School","19139","1350","Longstreth, William C. School","19143","4"
"2017-2018","1290","Hamilton, Andrew School","19139","1360","McMichael, Morton School","19104","3"
"2017-2018","1290","Hamilton, Andrew School","19139","1370","Mitchell Elementary School","19143","4"
"2017-2018","1290","Hamilton, Andrew School","19139","1380","Morton, Thomas G. School","19142","1"
"2017-2018","1290","Hamilton, Andrew School","19139","1410","Rhoads, James School","19139","3"
"2017-2018","1290","Hamilton, Andrew School","19139","1440","Penrose School","19153","6"
"2017-2018","1290","Hamilton, Andrew School","19139","1460","Anderson, Add B. School","19143","6"
"2017-2018","1290","Hamilton, Andrew School","19139","1470","Locke, Alain School","19139","7"
"2017-2018","1290","Hamilton, Andrew School","19139","1490","Blankenburg, Rudolph School","19131","5"
"2017-2018","1290","Hamilton, Andrew School","19139","1580","MYA-Middle Years Alternative","19139","1"
"2017-2018","1290","Hamilton, Andrew School","19139","2260","Childs, George W. School","19146","1"
"2017-2018","1290","Hamilton, Andrew School","19139","2340","McCall, Gen. George A. School","19106","1"
"2017-2018","1290","Hamilton, Andrew School","19139","3368","Belmont Elementary Charter","19104","4"
"2017-2018","1290","Hamilton, Andrew School","19139","3407","Mastery Charter at Harrity","19143","67"
"2017-2018","1290","Hamilton, Andrew School","19139","3408","Mastery Charter at Mann","19131","1"
